label,sentence
1,okay, i would love to see it. RECOMMEND Taxi Driver (1976)
1,It doesnt really matter, well let me go for Adults. RECOMMEND Toy Story 2 (1999)
1,I like some action movies. I also like some comedy and maybe some war movies.. RECOMMEND Reservoir Dogs (1992)
1,Hello! I am bored and looking for a movie!. RECOMMEND Braveheart (1995)
1,It looks like something I would enjoy. RECOMMEND Young Frankenstein (1974)
1,sure. RECOMMEND Network (1976)
1,sure. RECOMMEND Reservoir Dogs (1992)
0,I enjoy movies that deal with politics and war like Blood Diamond.. RECOMMEND Fight Club (1999)
1,Let's hear it!. RECOMMEND Garden State (2004)
1,I do! I like Natural Born Killers, Forrest Gump, Trainspotting, and Desperado. I also like comedies like Monty Python and the Holy Grail.. RECOMMEND Requiem for a Dream (2000)
1,I've not seen it before and it sounds interesting.. RECOMMEND Pulp Fiction (1994)
1,like true story or historical. RECOMMEND Made in Dagenham (2010)
1,tom hanks might be good. RECOMMEND Sleepless in Seattle (1993)
1,Right now, I'm really into comedy movies. RECOMMEND Clerks (1994)
0,No I do not, mainly american films.. RECOMMEND Farewell, My Lovely (1975)
1,I suppose we can try it if it has elements similar to genres I've mentioned. RECOMMEND Apocalypse Now (1979)
1,hello I like comedy movies. Can I have a recommendation?. RECOMMEND As Good as It Gets (1997)
1,I like that movie. RECOMMEND Babe (1995)
1,Hello, I love war, comedy and comedy-drama films, especially from the 90s.. RECOMMEND Braveheart (1995)
1,not feelin the romance today. a good laugh would be nice though! any comedy?. RECOMMEND Zombieland (2009)
0,we can go with darker. RECOMMEND Watchmen (2009)
1,I like comedy-dramas. RECOMMEND When Harry Met Sally... (1989)
1,I'm not really a fan. I like a little fantasy though. RECOMMEND L.A. Story (1991)
1,I LIKE BOTH TYPES OF FILMS.REFER SOME MOVIES. RECOMMEND Memento (2000)
1,comic science films, sci-fi, crime and comedy.. RECOMMEND Predator (1987)
0,I love sci fi movies from the 80s.. RECOMMEND Crossing Delancey (1988)
1,I'm not really a romantic comedy fan.. RECOMMEND Taxi Driver (1976)
1,I really like this director a lot.. RECOMMEND Silver Streak (1976)
1,I like comediese.. RECOMMEND Die Hard (1988)
1,I like both classics and modern movies, but generally movies that are critically well regarded.. RECOMMEND Eternal Sunshine of the Spotless Mind (2004)
1,I like both. One of my favorites is Parenthood while another is Saving Private Ryan.. RECOMMEND Schindler's List (1993)
0,Some romantic comedy is good. RECOMMEND There's Something About Mary (1998)
1,Yes!! That sounds PERFECT. RECOMMEND Jurassic Park (1993)
1,thank you but you have to actually click the button that says recomend on your list. RECOMMEND Fargo (1996)
0,I feel there is a better fit for me. RECOMMEND Inglourious Basterds (2009)
0,I'm not into war films either. RECOMMEND Hot Fuzz (2007)
0,I do like some comedy mixed in!. RECOMMEND Groundhog Day (1993)
1,Definitely. I love Happy gilmore, Friday, and Raising Arizona.. RECOMMEND Billy Madison (1995)
1,yes, books are good, history is good and so are dark fantasies. RECOMMEND Gone Girl (2014)
1,crime but either is good. RECOMMEND Reservoir Dogs (1992)
1,i think both are okay. maybe a combination?. RECOMMEND Inglourious Basterds (2009)
1,it's the romeo and julliett movie of modern day. RECOMMEND American Beauty (1999)
1,let's try a historical. with a good director. RECOMMEND Gangs of New York (2002)
1,I like animated comedies as well.. RECOMMEND Finding Nemo (2003)
0,Great animated film. I watched this movie many times.. RECOMMEND Aliens (1986)
1,I think maybe something with a bit more war elements or action would be preferable. RECOMMEND Braveheart (1995)
1,Hello, I generally like war-based films like Saving Private Ryan and Dances with Wolves, but I don't mind light-hearted stuff like Toy Story and Office Space either, any thoughts on a good movie for me?. RECOMMEND There's Something About Mary (1998)
0,It seems like a nice comedy movie that I would enjoy. RECOMMEND Stand by Me (1986)
1,That would be nice. I am ready when you are to have a recommendation.. RECOMMEND Aliens (1986)
1,Definitely! And anything based on a true story is something I would be interested in!. RECOMMEND Quiz Show (1994)
1,I was wrong, this one fits even better! Based on a true story and from the 90's, this is perfect!. RECOMMEND Apollo 13 (1995)
1,It fits! A historical film from the 90's, couldn't imagine a more perfect fit!. RECOMMEND In the Name of the Father (1993)
1,Those are good too, I loved Saving Private Ryan as well.. RECOMMEND Braveheart (1995)
1,Hi, I love aliens and zombies!. RECOMMEND Aliens (1986)
0,Sports comedy AND Pixar AND computer-animated? This has to be it =). RECOMMEND Back to the Future (1985)
1,Do you have any more recommendations for me?. RECOMMEND Cars (2006)
1,I do!. RECOMMEND Shrek 2 (2004)
1,Also not in line with my other preferences. I would not enjoy a slasher film.. RECOMMEND Schindler's List (1993)
0,This one just doesn't seem in line with any of my other preferences. The year, the genre, etc.. RECOMMEND Sorority Row (2009)
1,It's best to go for the ones that are the most well known and classic, since they are most likely for me to like.. RECOMMEND Fight Club (1999)
1,Sure but not as much as ones like comedies or dramas.. RECOMMEND American History X (1998)
1,What else do you got? Show me your best movie. RECOMMEND Dog Day Afternoon (1975)
1,sounds like a cool movie. RECOMMEND Pulp Fiction (1994)
1,I like Sylvester stallone. RECOMMEND Boogie Nights (1997)
1,yes, I do. RECOMMEND L.A. Confidential (1997)
1,I think I will like that movie. A friend of mind watched it and liked it.. RECOMMEND Memento (2000)
1,Oh okay that sounds quite interesting. RECOMMEND Blade Runner (1982)
1,I hope so! I also like when they are based on movies like it that were made prior to it and were an influence!. RECOMMEND Gothic (1986)
1,Because it is a science fiction film which is the genre of several I have watched and liked. RECOMMEND Beautiful Thing (1996)
1,It is a foriegn film much like one of the ones I have seen also. RECOMMEND My Science Project (1985)
1,It is a romantic comedy much like one I have seen and liked as well. RECOMMEND Brazil (1985)
1,Hmm...I like Scorsese. Also Spike Lee.. RECOMMEND Pulp Fiction (1994)
1,Die Hard is a comedy, but seriously I also liked Monty Python and the Holy Grail. RECOMMEND Pulp Fiction (1994)
1,I like space themed movies as well as some comedy and historical drama. RECOMMEND Inception (2010)
1,yea sure click the recommend button on it. RECOMMEND Aliens (1986)
1,Lets try it they are pretty good. RECOMMEND No Country for Old Men (2007)
1,Yeah action is good. RECOMMEND Batman Begins (2005)
0,No, more girly based comedy like Clueless or Breakfast at Tiffany's.. RECOMMEND American Beauty (1999)
1,Hmmm... Is there a crime related comedy? I have also enjoyed Pulp Fiction in the past.. RECOMMEND Toy Story (1995)
0,ok great. RECOMMEND Forrest Gump (1994)
1,Maybe I'm feeling more of a crime style movie today.... like Goodfellas?. RECOMMEND Reservoir Dogs (1992)
1,I am looking for a movie that is comedy or american psycho preferably 1999-2009. RECOMMEND Hot Fuzz (2007)
1,I like fiction. RECOMMEND Rain Man (1988)
1,Tom Hanks, Denzel Washington and Whoopi Goldberg. RECOMMEND Saving Private Ryan (1998)
1,Oh yeah, I think I will like this one.. RECOMMEND Apollo 13 (1995)
1,Because it has Tom Hanks and it has comedy and drama elements, which I like.. RECOMMEND Reservoir Dogs (1992)
1,I did enjoy Tom Hanks in a movie before.. RECOMMEND Forrest Gump (1994)
1,Okay great. I hope you can find me something amazing. Anything quirky or spastic. RECOMMEND Bean (1997)
1,it's a spastic quirky comedy that has a character actor who does a lot of physical comedy, similar to jim carrey.. RECOMMEND Groundhog Day (1993)
1,Alright!. RECOMMEND Fargo (1996)
1,This seems to fit well with my favorite movies. It looks to be in line with Forrest Gump in terms of the genre. Although it is a bit earlier than I would like, it seems to fit well.. RECOMMEND Braveheart (1995)
1,I am feeling more in line with drama movies today.. RECOMMEND Rain Man (1988)
1,Yeah, I like movies based on novels. Those are the best!. RECOMMEND Election (1999)
1,Let's hear it!. RECOMMEND Strictly Ballroom (1992)
1,SO RECOMMEND ONE FOR ME. RECOMMEND Schindler's List (1993)
1,i request a crime/vigilante/psychological thriller. RECOMMEND Goodfellas (1990)
1,Alright, thanks.. RECOMMEND Donnie Darko (2001)
0,I like movies based upon novels a lot.. RECOMMEND Lost in Translation (2003)
0,This could be an interesting adaptation of this novel.. RECOMMEND Trainspotting (1996)
1,Not big into comedy. Do you have anything based upon a novel?. RECOMMEND Fight Club (1999)
1,Hello there! I am currently looking for a film to watch. I'm looking for something that's very space age but incredibly frightening. Maybe something along the lines of the movie Alien.. RECOMMEND Blade Runner (1982)
1,They're my favorite.. RECOMMEND Pretty Woman (1990)
1,I don't think I would like this since I don't usually watch historical movies. RECOMMEND Blade Runner (1982)
0,I like Signourney weaver especially, and Robert Redford and Dustin Hoffman. RECOMMEND Sommersby (1993)
1,Yes, I like Indiana Jones. Adventure-action movies. RECOMMEND Jurassic Park (1993)
1,that sounds like it may be right up my alley. RECOMMEND Jumanji (1995)
1,lets go space movie. RECOMMEND Apollo 13 (1995)
1,i like SPielberg. RECOMMEND Schindler's List (1993)
1,I like a lot of '90s films.. RECOMMEND Fight Club (1999)
1,ok I also like foreign films. RECOMMEND Fargo (1996)
0,i really enjoy michael j fox films. RECOMMEND Back to the Future Part II (1989)
0,i enjoy comedy and science fiction mostly. RECOMMEND Airplane! (1980)
1,I really like westerns, adventures, war, and science fiction films. RECOMMEND Jurassic Park (1993)
1,Late eighties and nineties.. RECOMMEND Forrest Gump (1994)
1,I think the action movie would be better.. RECOMMEND Die Hard (1988)
1,He's okay, I guess. I really like Steven Spielberg.. RECOMMEND Full Metal Jacket (1987)
0,I like Saving Private Ryan. RECOMMEND My Soul to Take (2010)
1,That one makes no sense based on what I told them.. RECOMMEND Braveheart (1995)
0,Sure. RECOMMEND Regarding Henry (1991)
1,what do you recomend. RECOMMEND Nashville (1975)
1,I like musical dramas. RECOMMEND Taxi Driver (1976)
1,What movie would I like?. RECOMMEND Dead Man Walking (1995)
1,Let's try the second one with Bushemi, if anything we can try the other film. :). RECOMMEND Reservoir Dogs (1992)
1,Sure hes good too. RECOMMEND Forrest Gump (1994)
1,more drama i think, pretty serious tastes going on here, so no comedy, more prestige stuff that's won an award, i guess. RECOMMEND American History X (1998)
1,Mostly late 70's Early 80's. RECOMMEND Aliens (1986)
1,yes 2010s and i like one movie in the 80s.. RECOMMEND Interstellar (2014)
1,Ok, can you recommend one. RECOMMEND Rain Man (1988)
1,Yes, I think I would like that. RECOMMEND Walkabout (1971)
1,Ok, I think that might work. RECOMMEND Bandit Queen (1994)
1,enjoy other indiana jones movies. RECOMMEND Aliens (1986)
1,I enjoyed Alien and indiana jones if thats helpfull. RECOMMEND Indiana Jones and the Temple of Doom (1984)
1,mostly 70s to 80s but few late 90s. RECOMMEND Blazing Saddles (1974)
1,I sure do.. RECOMMEND Jurassic Park (1993)
1,That sounds like a good fit.. RECOMMEND Waiting for Guffman (1996)
1,Let's try it.. RECOMMEND Forrest Gump (1994)
1,it is from the early 90's and it has a popular actor.. RECOMMEND Babe (1995)
1,I think I would try the biography of a camp filmmaker. I might like that.. RECOMMEND Ed Wood (1994)
0,It's a mid 90s drama based on a book. RECOMMEND Rob Roy (1995)
0,Actors probably. RECOMMEND Five Corners (1987)
1,It's out of the time period.. RECOMMEND Schindler's List (1993)
1,Based on books, yes. RECOMMEND Dolores Claiborne (1995)
1,90's and 2000's. RECOMMEND Fight Club (1999)
1,I would say comedies, kind of unusual ones, especially from the 70's if possible.. RECOMMEND Airplane! (1980)
1,Sure, I will try it out. RECOMMEND American Beauty (1999)
1,Okay, I do have a movie on my list based on a book. I'll try it.. RECOMMEND Fight Club (1999)
1,I'll give it a try.. RECOMMEND Donnie Darko (2001)
1,Hi. I'm looking for a movie. I like cerebral dramas about big issues.. RECOMMEND Dead Man Walking (1995)
1,Not really. RECOMMEND Schindler's List (1993)
1,comedy crimes pl. RECOMMEND Pulp Fiction (1994)
0,I really like more contemporary films best.. RECOMMEND Jo Jo Dancer, Your Life is Calling (1986)
1,Yeah, I rarely care for Science Fiction. RECOMMEND Star Trek (2009)
1,I think I'd love this because I like toy story and other animated movies. RECOMMEND Up (2009)
1,mostly Dreamworks and Pixar, but I think disney would be good too!. RECOMMEND Big Hero 6 (2014)
1,I do not like action movies. RECOMMEND Young Frankenstein (1974)
1,Kevin Smith is my favorite director. Also I really like Tom Hanks, michael J Fox and Steven Spielberg movies. Does that help?. RECOMMEND Indiana Jones and the Last Crusade (1989)
0,I like science fiction movies, comedies especially Kevin Smith Directed ones.. RECOMMEND Pink Cadillac (1989)
1,Do you happen to have any other American Crimes that would have the writer Quentin Tarantino or is more violent?. RECOMMEND Johnny Handsome (1989)
1,Yea I really thought so too. How about war crime films ? If there is any.. RECOMMEND Schindler's List (1993)
1,Anything that is violent would be nice.. RECOMMEND Goodfellas (1990)
0,I like John Madden and Robert Zemeckis.. RECOMMEND Apollo 13 (1995)
1,Yes, I do, I thin he made monsters inc?. RECOMMEND Finding Nemo (2003)
1,No, it depends on the movie. I have seen some excellent Japanese and British movies. I guess the genre is more important to me. Adventure and war are probably my favorite.. RECOMMEND Nashville (1975)
1,I prefer movies about war over crime.. RECOMMEND Who's Afraid of Virginia Woolf? (1966)
0,If you have any other recommendations I would be happy to hear them. I am always looking for something to watch.. RECOMMEND Taxi Driver (1976)
0,It is a war movie but it's not one of my favorites.. RECOMMEND Braveheart (1995)
0,My favorite kinds of movies are about war and funny stories.. RECOMMEND Full Metal Jacket (1987)
1,I like all! I like Drama's and kids movies and action. I like box office hits best of any genre.. RECOMMEND Jerry Maguire (1996)
1,I LOVE big ticket dramas! Yes!. RECOMMEND Apollo 13 (1995)
1,Lars von trier, Mullholland Drive ... dark indie movies. Please click on Recommend. RECOMMEND Requiem for a Dream (2000)
